"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"29","US20, Lebanon, Unconfirmed, An unconfirmed report of a crash has been received, use caution.... http://t.co/0x2cWHhPMM",FALSE,0,NA,2014-10-12,FALSE,NA,"521193388637310976",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"30","US20, from 3 Mi W of Santiam Pass Summit to 2 Mi W of Santiam Pass Summit, Delay &lt; 20min, Road maint ops are occu... http://t.co/bwaNQZstnd",FALSE,0,NA,2014-10-07,FALSE,NA,"519504249672044544",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"31","US20, 4 Mi E of Cascadia State Park, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/4GZZIa7yE9",FALSE,0,NA,2014-10-04,FALSE,NA,"518513204381491200",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"32","US20, from 8 Mi W of Santiam Pass Summit to 7 Mi W of Santiam Pass Summit, Delay &lt; 20min, Road maint ops are occu... http://t.co/9aJBR44bHl",FALSE,0,NA,2014-10-01,FALSE,NA,"517448193437474816",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"33","US20, from 4 Mi W of Santiam Pass Summit to 4 Mi W of Santiam Pass Summit, Delay &lt; 20min, Road maint ops are occu... http://t.co/9Gjqne6qcR",FALSE,0,NA,2014-10-01,FALSE,NA,"517323362276614144",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"34","US20, 8 Mi W of Santiam Pass Summit, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/uODVpp9ngh",FALSE,0,NA,2014-09-30,FALSE,NA,"517044531636609024",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"35","US20, from 4 Mi W of Santiam Pass Summit to 4 Mi W of Santiam Pass Summit, Delay &lt; 20min, Road maint ops are occu... http://t.co/2beXnXDSyP",FALSE,1,NA,2014-09-29,FALSE,NA,"516599094303670272",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",3,FALSE,FALSE,NA,NA
"36","US20, @ Spicer Drive, Unconfirmed, An unconfirmed report of hazardous debris has been received, use caution.... http://t.co/hFQHxUPxEO",FALSE,0,NA,2014-09-24,FALSE,NA,"514756459419029504",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"37","US20, @ Cloverdale Road, Unconfirmed, An unconfirmed report of hazardous debris has been received, use caution.... http://t.co/fwd9uyttjD",FALSE,0,NA,2014-09-24,FALSE,NA,"514578789473325056",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"38","US20, 1 Mi E of @ Spicer Drive, Delay &lt; 20min, Downed power lines, use caution.... http://t.co/QBAQP6YRrB",FALSE,0,NA,2014-09-23,FALSE,NA,"514522416471478272",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"39","US20, 8 Mi E of Tombstone SnoPark Area, Delay &lt; 20min, Road maint ops are occurring, use caution.... http://t.co/DR7kV0SiXG",FALSE,0,NA,2014-09-23,FALSE,NA,"514427282052489217",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",3,FALSE,FALSE,NA,NA
"40","US20, from 4 Mi W of Santiam Pass Summit to 3 Mi W of Santiam Pass Summit, Delay &lt; 20min, Road maint ops are occu... http://t.co/B7gxb1btuL",FALSE,0,NA,2014-09-22,FALSE,NA,"514068277073428480",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"41","US20, @ Engle Road, Unconfirmed, An unconfirmed report of a crash has been received, use caution.... http://t.co/oQHRK7w9qJ",FALSE,0,NA,2014-09-22,FALSE,NA,"514036577098399746",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"42","US20, 1 Mi W of @ Suttle Lake Loop, Unconfirmed, An unconfirmed report of a crash has been received, use caution.... http://t.co/VGMlJYSZww",FALSE,0,NA,2014-09-20,FALSE,NA,"513234295343697920",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"43","US20, 3 Mi W of Santiam Pass Summit, Delay &lt; 20min, Rock fall has occurred, use caution.... http://t.co/2mmP5WenOW",FALSE,0,NA,2014-09-19,FALSE,NA,"512995709079912448",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"44","US20, 1 Mi W of @ Engle Road, Delay &lt; 20min, Fire Department in the area, please drive carefully.... http://t.co/mw0DnygGgl",FALSE,0,NA,2014-09-16,FALSE,NA,"511739438792077312",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"45","US20, 1 Mi W of @ Engle Road, Closed, A fire in the area, use an alternate route.... http://t.co/04fqsAtJto",FALSE,0,NA,2014-09-16,FALSE,NA,"511697155476553728",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"46","US20, 1 Mi E of Santiam Pass Summit, Delay &lt; 20min, An animal that has been struck is creating a hazard and causi... http://t.co/8G4ewjES63",FALSE,0,NA,2014-09-14,FALSE,NA,"511003083766132736",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"47","US20, 2 Mi E of Albany, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/JCC3PJxuiO",FALSE,0,NA,2014-09-13,FALSE,NA,"510863158177583105",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"48","US20, 7 Mi W of Santiam Pass Summit, Unconfirmed, An unconfirmed report of a disabled veh is creating a hazard ha... http://t.co/4IoTGQuYGb",FALSE,0,NA,2014-09-13,FALSE,NA,"510657301577879554",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"49","US20, from 4 Mi W of Santiam Pass Summit to 3 Mi W of Santiam Pass Summit, Delay &lt; 20min, Road maint ops are occu... http://t.co/e0Ttc4sg13",FALSE,0,NA,2014-09-11,FALSE,NA,"510079999420813312",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"50","US20, @ Spicer Drive, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/DPxHRTHJrS",FALSE,0,NA,2014-09-10,FALSE,NA,"509714586266652672",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"51","US20, 5 Mi W of Santiam Pass Summit, Delay &lt; 20min, A disabled veh is creating a hazard, use caution.... http://t.co/1jYIQvsX1Z",FALSE,0,NA,2014-09-09,FALSE,NA,"509369816595980288",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
